history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
1/1/05,Primary Producer Price Index,Alloys & Compounds,1.264068,47907844.35,1.80E-05
1/1/05,Primary Producer Price Index,Commodity,1.150164,4830896841,0.001036
1/1/05,Primary Producer Price Index,Datacores,49.999666,7500000,0.000525
1/1/05,Primary Producer Price Index,Ice,0.97046,3311270449,-0.000139
1/1/05,Primary Producer Price Index,Ore,1.093079,28988847009,0.003855
1/1/05,Primary Producer Price Index,Planetary Processed Materials,1.000431,55608694985,3.40E-05
1/1/05,Primary Producer Price Index,Planetary Refined Commodities,0.996128,2.69856E+11,-0.001492
1/1/05,Primary Producer Price Index,Planetary Specialized Commodities,0.992692,3.26219E+11,-0.003406
1/1/05,Primary Producer Price Index,Processed Moon Materials,0.837987,523189853.6,-0.000121
1/1/05,Primary Producer Price Index,Raw Moon Materials,0.714912,992192917.8,-0.000404
1/1/05,Primary Producer Price Index,Reactions,0.998919,1706900686,-2.00E-06
1/1/05,Secondary Producer Price Index,Blueprints,1.007954,1.48095E+11,0.000406
1/1/05,Secondary Producer Price Index,Commodity,1.00003,2.13144E+12,2.20E-05
1/1/05,Secondary Producer Price Index,Planetary Commodities,0.992619,12353729411,-3.10E-05
1/1/05,Secondary Producer Price Index,Planetary Refined Commodities,1.000104,1.51617E+11,5.00E-06
1/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,1.000274,4.02007E+11,3.70E-05
1/1/05,Secondary Producer Price Index,Tech II construction components,0.790073,54452468685,-0.003941
2/1/05,Consumer Price Index,Ammo,0.954103,99601414547,-0.000878
2/1/05,Consumer Price Index,Boosters,1.001106,2172686.46,0
2/1/05,Consumer Price Index,Commodity,0.996792,3.44462E+11,-0.000212
2/1/05,Consumer Price Index,Drones,0.936175,27566771227,-0.000337
2/1/05,Consumer Price Index,Ice Products,1.026862,56521135773,0.000291
2/1/05,Consumer Price Index,Implants,1.038751,1.84439E+11,0.001372
2/1/05,Consumer Price Index,Insignias,3.484525,1784807457,0.000851
2/1/05,Consumer Price Index,Skills,1.005381,3.54926E+11,0.000366
2/1/05,Consumer Price Index,Starbase structures,1.020263,2.75751E+11,0.001073
2/1/05,Consumer Price Index,Tech I modules,0.999681,8.15356E+11,-4.90E-05
2/1/05,Consumer Price Index,Tech I ships,1.038169,2.13197E+12,0.01563
2/1/05,Consumer Price Index,Tech II modules,1.043871,6.522E+11,0.005495
2/1/05,Consumer Price Index,Tech II ships,1.008956,2.61632E+11,0.00045
2/1/05,Mineral Price Index,High-End Minerals,0.994623,7.08822E+11,-0.003251
2/1/05,Mineral Price Index,Low-End Minerals,1.045123,4.63267E+11,0.017834
2/1/05,Primary Producer Price Index,Advanced Moon Materials,0.97654,12440901743,-0.000355
2/1/05,Primary Producer Price Index,Alloys & Compounds,1.040027,159577436.2,7.00E-06
2/1/05,Primary Producer Price Index,Commodity,0.977942,7610165537,-0.000204
2/1/05,Primary Producer Price Index,Ice,1.001752,8265503672,1.70E-05
2/1/05,Primary Producer Price Index,Ore,1.08087,31262192973,0.003075
2/1/05,Primary Producer Price Index,Planetary Processed Materials,1.00329,59834079198,0.000239
2/1/05,Primary Producer Price Index,Planetary Refined Commodities,1.004939,2.95516E+11,0.001775
2/1/05,Primary Producer Price Index,Planetary Specialized Commodities,0.985581,4.01219E+11,-0.007037
2/1/05,Primary Producer Price Index,Processed Moon Materials,1.031039,709811968.4,2.60E-05
2/1/05,Primary Producer Price Index,Raw Moon Materials,0.886489,3443994578,-0.000475
2/1/05,Primary Producer Price Index,Reactions,0.994863,1627575247,-1.00E-05
2/1/05,Secondary Producer Price Index,Blueprints,0.995046,1.70866E+11,-0.00024
2/1/05,Secondary Producer Price Index,Commodity,1.000312,2.65358E+12,0.000234
2/1/05,Secondary Producer Price Index,Planetary Commodities,1.104666,12513868457,0.000371
2/1/05,Secondary Producer Price Index,Planetary Refined Commodities,1.000426,1.69664E+11,2.00E-05
2/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,0.9934,4.41786E+11,-0.000826
2/1/05,Secondary Producer Price Index,Tech II construction components,0.931648,78323112362,-0.001517
3/1/05,Consumer Price Index,Ammo,0.922449,1.07853E+11,-0.001643
3/1/05,Consumer Price Index,Boosters,0.99416,2880000,0
3/1/05,Consumer Price Index,Commodity,0.999496,2.96192E+11,-2.90E-05
3/1/05,Consumer Price Index,Drones,1.018645,23621160424,8.60E-05
3/1/05,Consumer Price Index,Faction Ships,1.17647,400000000,1.30E-05
3/1/05,Consumer Price Index,Ice Products,0.962862,56730413508,-0.000414
3/1/05,Consumer Price Index,Implants,1.024998,2.79055E+11,0.00137
3/1/05,Consumer Price Index,Insignias,1.744703,5264538373,0.00077
3/1/05,Consumer Price Index,Skills,0.957575,3.55892E+11,-0.002966
3/1/05,Consumer Price Index,Starbase structures,0.995853,1.07183E+11,-8.70E-05
3/1/05,Consumer Price Index,Tech I modules,1.023426,8.44337E+11,0.003886
3/1/05,Consumer Price Index,Tech I ships,1.020148,2.00741E+12,0.007947
3/1/05,Consumer Price Index,Tech II modules,0.981094,7.23931E+11,-0.002689
3/1/05,Consumer Price Index,Tech II ships,0.995051,2.81087E+11,-0.000273
3/1/05,Mineral Price Index,High-End Minerals,0.978977,5.95574E+11,-0.012812
3/1/05,Mineral Price Index,Low-End Minerals,1.077755,3.81665E+11,0.030367
3/1/05,Primary Producer Price Index,Advanced Moon Materials,1.022329,19265972996,0.000548
3/1/05,Primary Producer Price Index,Alloys & Compounds,1.246024,575630323.8,0.00018
3/1/05,Primary Producer Price Index,Commodity,0.99223,7226080825,-7.10E-05
3/1/05,Primary Producer Price Index,Ice,1.002483,8247481289,2.60E-05
3/1/05,Primary Producer Price Index,Ore,1.074353,26972515639,0.002558
3/1/05,Primary Producer Price Index,Planetary Processed Materials,0.994341,47136074882,-0.00034
3/1/05,Primary Producer Price Index,Planetary Refined Commodities,1.003503,2.71166E+11,0.001211
3/1/05,Primary Producer Price Index,Planetary Specialized Commodities,0.997231,3.9674E+11,-0.001401
3/1/05,Primary Producer Price Index,Processed Moon Materials,0.809352,940584602,-0.000228
3/1/05,Primary Producer Price Index,Raw Moon Materials,0.941804,4800408864,-0.000356
3/1/05,Primary Producer Price Index,Reactions,0.977792,849689799.1,-2.40E-05
3/1/05,Secondary Producer Price Index,Blueprints,0.992672,2.74214E+11,-0.0006
3/1/05,Secondary Producer Price Index,Commodity,1.000719,2.42347E+12,0.000521
3/1/05,Secondary Producer Price Index,Planetary Commodities,0.981045,21785804454,-0.000123
3/1/05,Secondary Producer Price Index,Planetary Refined Commodities,0.999211,1.43096E+11,-3.30E-05
3/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,1.007104,3.98621E+11,0.000846
3/1/05,Secondary Producer Price Index,Tech II construction components,1.097311,83090320771,0.002417
4/1/05,Consumer Price Index,Ammo,0.960973,1.21582E+11,-0.000809
4/1/05,Consumer Price Index,Boosters,1,1800000,0
4/1/05,Consumer Price Index,Commodity,0.996805,3.14718E+11,-0.000171
4/1/05,Consumer Price Index,Drones,1.054031,27433819890,0.000252
4/1/05,Consumer Price Index,Faction Ships,1.25,500000000,2.10E-05
4/1/05,Consumer Price Index,Ice Products,1.035966,72629364716,0.000445
4/1/05,Consumer Price Index,Implants,0.813514,2.69719E+11,-0.008581
4/1/05,Consumer Price Index,Insignias,0.882909,13801294511,-0.000275
4/1/05,Consumer Price Index,Skills,1.003274,3.67787E+11,0.000205
4/1/05,Consumer Price Index,Starbase structures,1.007436,1.21843E+11,0.000154
4/1/05,Consumer Price Index,Tech I modules,1.021283,1.04472E+12,0.003793
4/1/05,Consumer Price Index,Tech I ships,0.997731,2.28478E+12,-0.000884
4/1/05,Consumer Price Index,Tech II modules,0.98663,8.3582E+11,-0.001906
4/1/05,Consumer Price Index,Tech II ships,1.01764,3.85698E+11,0.00116
4/1/05,Mineral Price Index,High-End Minerals,0.981919,6.1366E+11,-0.010354
4/1/05,Mineral Price Index,Low-End Minerals,1.034578,4.57875E+11,0.014775
4/1/05,Primary Producer Price Index,Advanced Moon Materials,1.166484,23059015184,0.004455
4/1/05,Primary Producer Price Index,Alloys & Compounds,1.05719,1069732561,7.10E-05
4/1/05,Primary Producer Price Index,Commodity,1.012277,8104715585,0.000115
4/1/05,Primary Producer Price Index,Ice,1.008894,12389643820,0.000127
4/1/05,Primary Producer Price Index,Ore,1.018488,34172902419,0.000733
4/1/05,Primary Producer Price Index,Planetary Processed Materials,1.002381,54797328105,0.000151
4/1/05,Primary Producer Price Index,Planetary Refined Commodities,0.99535,2.86566E+11,-0.001546
4/1/05,Primary Producer Price Index,Planetary Specialized Commodities,1.002599,4.30638E+11,0.001299
4/1/05,Primary Producer Price Index,Processed Moon Materials,0.717407,2050454394,-0.000672
4/1/05,Primary Producer Price Index,Raw Moon Materials,1.157455,7782294130,0.001422
4/1/05,Primary Producer Price Index,Reactions,0.978923,943757108.8,-2.30E-05
4/1/05,Secondary Producer Price Index,Blueprints,0.999914,3.15634E+11,-6.00E-06
4/1/05,Secondary Producer Price Index,Commodity,0.998548,2.8929E+12,-0.001062
4/1/05,Secondary Producer Price Index,Planetary Commodities,0.977618,22889938255,-0.000129
4/1/05,Secondary Producer Price Index,Planetary Refined Commodities,1.001454,1.64518E+11,6.00E-05
4/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,1.00009,4.43236E+11,1.00E-05
4/1/05,Secondary Producer Price Index,Tech II construction components,1.170982,1.15067E+11,0.004975
5/1/05,Consumer Price Index,Ammo,0.971419,1.39557E+11,-0.00061
5/1/05,Consumer Price Index,Boosters,0.999145,2517846.153,0
5/1/05,Consumer Price Index,Commodity,0.998242,3.52369E+11,-9.40E-05
5/1/05,Consumer Price Index,Drones,1.022245,26018037416,8.80E-05
5/1/05,Consumer Price Index,Ice Products,1.017525,84831311479,0.000227
5/1/05,Consumer Price Index,Implants,0.823551,4.25672E+11,-0.011504
5/1/05,Consumer Price Index,Insignias,0.883212,10691829417,-0.000191
5/1/05,Consumer Price Index,Skills,0.998298,4.25014E+11,-0.00011
5/1/05,Consumer Price Index,Starbase structures,0.987419,1.81939E+11,-0.00035
5/1/05,Consumer Price Index,Tech I modules,1.032533,1.1907E+12,0.005933
5/1/05,Consumer Price Index,Tech I ships,0.996784,2.30686E+12,-0.001136
5/1/05,Consumer Price Index,Tech II modules,0.982707,9.30829E+11,-0.002465
5/1/05,Consumer Price Index,Tech II ships,1.00007,4.54365E+11,4.00E-06
5/1/05,Mineral Price Index,High-End Minerals,0.976114,5.73301E+11,-0.01325
5/1/05,Mineral Price Index,Low-End Minerals,1.006184,4.60125E+11,0.002753
5/1/05,Primary Producer Price Index,Advanced Moon Materials,1.174307,32070870864,0.006179
5/1/05,Primary Producer Price Index,Alloys & Compounds,1.320705,1958838266,0.000694
5/1/05,Primary Producer Price Index,Commodity,0.99806,7699140388,-1.60E-05
5/1/05,Primary Producer Price Index,Ice,1.001903,14289182249,3.00E-05
5/1/05,Primary Producer Price Index,Ore,1.005857,37982949281,0.000245
5/1/05,Primary Producer Price Index,Planetary Processed Materials,0.998783,57706121967,-7.70E-05
5/1/05,Primary Producer Price Index,Planetary Refined Commodities,1.001769,2.91724E+11,0.00057
5/1/05,Primary Producer Price Index,Planetary Specialized Commodities,0.99683,4.39564E+11,-0.00154
5/1/05,Primary Producer Price Index,Processed Moon Materials,1.544965,8870490754,0.005343
5/1/05,Primary Producer Price Index,Raw Moon Materials,1.088814,11262199302,0.001105
5/1/05,Primary Producer Price Index,Reactions,0.976345,1509449376,-3.90E-05
5/1/05,Secondary Producer Price Index,Blueprints,1.002753,2.18178E+11,0.000152
5/1/05,Secondary Producer Price Index,Commodity,0.998065,2.94988E+12,-0.001444
5/1/05,Secondary Producer Price Index,Planetary Commodities,0.996826,22934099411,-1.80E-05
5/1/05,Secondary Producer Price Index,Planetary Refined Commodities,1.00351,1.74343E+11,0.000154
5/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,0.993399,4.37995E+11,-0.000731
5/1/05,Secondary Producer Price Index,Tech II construction components,1.309002,1.48227E+11,0.01159
6/1/05,Consumer Price Index,Ammo,1.001717,1.52493E+11,3.40E-05
6/1/05,Consumer Price Index,Boosters,1.000855,4680000,0
6/1/05,Consumer Price Index,Commodity,1.001741,4.75615E+11,0.00011
6/1/05,Consumer Price Index,Drones,0.990604,26974274068,-3.30E-05
6/1/05,Consumer Price Index,Ice Products,1.19065,1.34439E+11,0.003408
6/1/05,Consumer Price Index,Implants,1.03111,6.57546E+11,0.00272
6/1/05,Consumer Price Index,Insignias,1.222144,14888378070,0.000439
6/1/05,Consumer Price Index,Skills,0.994674,4.1365E+11,-0.000292
6/1/05,Consumer Price Index,Starbase structures,0.983498,1.96123E+11,-0.00043
6/1/05,Consumer Price Index,Tech I modules,1.004201,1.33445E+12,0.000745
6/1/05,Consumer Price Index,Tech I ships,0.998258,2.50925E+12,-0.000581
6/1/05,Consumer Price Index,Tech II modules,0.92263,1.06629E+12,-0.01097
6/1/05,Consumer Price Index,Tech II ships,0.962345,5.38416E+11,-0.002695
6/1/05,Mineral Price Index,High-End Minerals,0.969013,6.12096E+11,-0.016735
6/1/05,Mineral Price Index,Low-End Minerals,1.051846,5.2124E+11,0.023844
6/1/05,Primary Producer Price Index,Advanced Moon Materials,1.051853,49392061354,0.002294
6/1/05,Primary Producer Price Index,Alloys & Compounds,1.111952,2197738030,0.00022
6/1/05,Primary Producer Price Index,Commodity,1.181695,15982516120,0.002601
6/1/05,Primary Producer Price Index,Ice,1.152866,22256356420,0.003048
6/1/05,Primary Producer Price Index,Ore,0.990781,46622223040,-0.000385
6/1/05,Primary Producer Price Index,Planetary Processed Materials,1.002126,61667852422,0.000117
6/1/05,Primary Producer Price Index,Planetary Refined Commodities,1.002331,4.00627E+11,0.000836
6/1/05,Primary Producer Price Index,Planetary Specialized Commodities,1.011702,4.81651E+11,0.00505
6/1/05,Primary Producer Price Index,Processed Moon Materials,1.2781,13336447917,0.003323
6/1/05,Primary Producer Price Index,Raw Moon Materials,1.045688,20472533797,0.000838
6/1/05,Primary Producer Price Index,Reactions,1.039617,1854483375,6.50E-05
6/1/05,Secondary Producer Price Index,Blueprints,1.000914,2.18272E+11,4.70E-05
6/1/05,Secondary Producer Price Index,Commodity,0.997324,3.14592E+12,-0.002022
6/1/05,Secondary Producer Price Index,Planetary Commodities,1.016337,26923308009,0.000105
6/1/05,Secondary Producer Price Index,Planetary Refined Commodities,1.002957,2.00986E+11,0.000142
6/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,0.994386,4.67274E+11,-0.00063
6/1/05,Secondary Producer Price Index,Tech II construction components,1.145367,1.0237E+11,0.003575
7/1/05,Consumer Price Index,Ammo,0.988753,1.42718E+11,-0.00021
7/1/05,Consumer Price Index,Boosters,1,3960000,0
7/1/05,Consumer Price Index,Commodity,1.000914,5.31568E+11,6.30E-05
7/1/05,Consumer Price Index,Drones,1.010805,27807157975,3.90E-05
7/1/05,Consumer Price Index,Faction Ships,2.25,900000000,0.000147
7/1/05,Consumer Price Index,Ice Products,0.941416,1.37677E+11,-0.001056
7/1/05,Consumer Price Index,Implants,1.072256,7.11797E+11,0.006733
7/1/05,Consumer Price Index,Insignias,0.888307,13831905942,-0.000202
7/1/05,Consumer Price Index,Skills,0.997622,4.15727E+11,-0.000129
7/1/05,Consumer Price Index,Starbase structures,0.996121,1.89747E+11,-9.60E-05
7/1/05,Consumer Price Index,Tech I modules,0.960915,1.35256E+12,-0.006921
7/1/05,Consumer Price Index,Tech I ships,0.989712,2.40323E+12,-0.003237
7/1/05,Consumer Price Index,Tech II modules,0.934901,1.1341E+12,-0.009666
7/1/05,Consumer Price Index,Tech II ships,0.939705,5.76066E+11,-0.004547
7/1/05,Mineral Price Index,High-End Minerals,0.998946,6.16143E+11,-0.000596
7/1/05,Mineral Price Index,Low-End Minerals,1.017007,4.7274E+11,0.007383
7/1/05,Primary Producer Price Index,Advanced Moon Materials,0.848106,57747767700,-0.008179
7/1/05,Primary Producer Price Index,Alloys & Compounds,0.779167,2079500407,-0.000428
7/1/05,Primary Producer Price Index,Commodity,1.059435,20087345321,0.001113
7/1/05,Primary Producer Price Index,Ice,1.006237,28770889083,0.000167
7/1/05,Primary Producer Price Index,Ore,1.064356,39525423184,0.002371
7/1/05,Primary Producer Price Index,Planetary Processed Materials,0.995445,58653007678,-0.000249
7/1/05,Primary Producer Price Index,Planetary Refined Commodities,0.996261,3.56121E+11,-0.001241
7/1/05,Primary Producer Price Index,Planetary Specialized Commodities,0.998081,4.64807E+11,-0.000831
7/1/05,Primary Producer Price Index,Processed Moon Materials,0.979956,15993724017,-0.000298
7/1/05,Primary Producer Price Index,Raw Moon Materials,0.946559,27319407827,-0.001361
7/1/05,Primary Producer Price Index,Reactions,0.99159,1284873632,-1.00E-05
7/1/05,Secondary Producer Price Index,Blueprints,1.00046,1.94761E+11,2.10E-05
7/1/05,Secondary Producer Price Index,Commodity,1.00015,3.24492E+12,0.000116
7/1/05,Secondary Producer Price Index,Planetary Commodities,1.004988,30298979062,3.60E-05
7/1/05,Secondary Producer Price Index,Planetary Refined Commodities,0.993771,1.88366E+11,-0.00028
7/1/05,Secondary Producer Price Index,Planetary Specialized Commodities,1.005747,4.44195E+11,0.00061
7/1/05,Secondary Producer Price Index,Tech II construction components,0.918113,76713198759,-0.001503
8/1/05,Consumer Price Index,Ammo,0.968507,1.31261E+11,-0.00048
8/1/05,Consumer Price Index,Boosters,1,4320000,0
8/1/05,Consumer Price Index,Commodity,1.014205,6.65312E+11,0.001099
8/1/05,Consumer Price Index,Drones,0.942746,56679517544,-0.000377
8/1/05,Consumer Price Index,Faction Ships,0.362175,7654583.333,0
8/1/05,Consumer Price Index,Ice Products,0.851429,1.59499E+11,-0.002756
8/1/05,Consumer Price Index,Implants,1.050688,6.8742E+11,0.004053
